브랜드,차량명,연식,주행거리,연료,가격(만원),등록일자
KG모빌리티,티볼리,2024.0,167166.0,경유,684,2025-12-31
현대,아반떼,2016.0,45428.0,경유,221,2026-01-27
KG모빌리티,토레스,2017.0,32931.0,휘발유,226,2024-11-11
KG모빌리티,토레스,2024.0,75717.0,경유,856,2024-03-30
기아,K9,2019.0,151010.0,전기,614,2024-04-15
현대,아반떼,2017.0,150285.0,하이브리드,100,2025-01-29
현대,그랜저,2018.0,106659.0,휘발유,881,2026-01-12
기아,스포티지,2020.0,49455.0,전기,848,2024-06-22
기아,K7,2016.0,75361.0,경유,117,2024-03-05
기아,K9,2016.0,115389.0,전기,100,2024-03-19
르노,XM3,2015.0,193979.0,전기,100,2025-08-31
기아,K9,2013.0,40517.0,휘발유,190,2025-02-09
르노,QM6,2018.0,215783.0,하이브리드,100,2025-03-26
르노,XM3,2022.0,160816.0,하이브리드,124,2024-11-24
기아,K9,2017.0,51566.0,전기,1120,2024-11-22
르노,QM6,2023.0,170911.0,경유,684,2024-11-29
KG모빌리티,토레스,2024.0,108005.0,휘발유,1083,2025-07-31
기아,스포티지,2020.0,52166.0,휘발유,831,2026-01-14
KG모빌리티,코란도,2019.0,214108.0,휘발유,100,2025-02-22
KG모빌리티,코란도,2022.0,84385.0,하이브리드,619,2025-11-05
기아,쏘렌토,2018.0,211851.0,휘발유,100,25/04/04
KG모빌리티,렉스턴,2020.0,137805.0,전기,1492,2025-07-10
현대,그랜저,2023.0,239750.0,휘발유,2073,2024-04-21
기아,쏘렌토,2022.0,98063.0,휘발유,909,2025-07-30
KG모빌리티,토레스,2024.0,117841.0,휘발유,651,2024-04-10
르노,SM6,2020.0,200783.0,경유,100,2025-04-01
르노,XM3,2019.0,207464.0,경유,100,2024-12-19
현대,투싼,2013.0,,휘발유,100,2024-04-28
기아,K7,2016.0,94932.0,경유,100,2025-06-17
KG모빌리티,토레스,2019.0,,전기,615,2024-11-22
현대,그랜저,2012.0,217385.0,Gasoline,100,2024-01-24
르노,QM6,2013.0,182508.0,경유,100,2026-01-28
기아,스포티지,,149679.0,하이브리드,100,2025-07-27
KG모빌리티,렉스턴,2015.0,214126.0,경유,100,2024-07-09
KG모빌리티,렉스턴,2012.0,198301.0,경유,100,2025-04-05
KG모빌리티,렉스턴,2012.0,189742.0,경유,100,2024-10-12
현대,싼타페,2013.0,214584.0,경유,100,2025-01-09
르노,SM6,2019.0,34872.0,전기,479,2025-06-24
르노,QM6,2018.0,165250.0,휘발유,100,2024-12-22
르노,XM3,2021.0,50227.0,하이브리드,1154,2025-09-21
현대,팰리세이드,2014.0,87099.0,경유,100,2024-11-08
현대,쏘나타,2017.0,186780.0,전기,100,2025-03-04
기아,스포티지,2018.0,115897.0,전기,100,2025-10-12
기아,스포티지,2014.0,133356.0,경유,100,2024-07-10
르노,XM3,2021.0,19053.0,하이브리드,1357,2024-01-10
KG모빌리티,코란도,2015.0,218703.0,전기,100,25/02/22
KG모빌리티,렉스턴,2023.0,225172.0,전기,1219,2024-06-20
현대,싼타페,2012.0,213635.0,경유,100,2024-10-26
현대,그랜저,2015.0,,경유,100,26/03/10
KG모빌리티,렉스턴,2020.0,138904.0,휘발유,234,2024-10-01
르노,QM6,2024.0,15907.0,전기,2128,2025-07-13
기아,K9,2013.0,197935.0,경유,100,2024-10-31
현대,투싼,2016.0,96377.0,Gasoline,161,2025-03-25
현대,쏘나타,2015.0,217520.0,하이브리드,100,2025-12-28
KG모빌리티,코란도,2021.0,41499.0,경유,1171,2024-07-30
현대,싼타페,2017.0,144534.0,경유,100,2024.11.27
르노,XM3,2021.0,75082.0,휘발유,1155,2024-05-18
KG모빌리티,티볼리,2016.0,232291.0,경유,100,2025-12-19
기아,K5,2014.0,191487.0,경유,100,2026-02-18
KG모빌리티,렉스턴,2014.0,156368.0,하이브리드,100,2025-10-04
KG모빌리티,렉스턴,2019.0,24796.0,휘발유,1349,2025-02-16
르노,QM6,2017.0,124195.0,전기,177,2024-12-01
현대,팰리세이드,2013.0,196609.0,전기,100,2025-10-12
르노,SM6,2024.0,145096.0,경유,946,2025-03-15
기아,K9,2016.0,89637.0,하이브리드,613,2024-12-11
기아,스포티지,2019.0,211649.0,휘발유,100,2024-02-17
현대,팰리세이드,2024.0,224336.0,휘발유,1683,2024-05-07
기아,K9,2019.0,5177.0,전기,1873,24/07/26
기아,쏘렌토,,46674.0,하이브리드,865,2024-04-05
르노,XM3,2013.0,102476.0,경유,100,2024-02-23
KG모빌리티,토레스,2023.0,188354.0,경유,929,2025-03-15
현대,팰리세이드,2013.0,5284.0,전기,321,2024-03-20
기아,스포티지,2015.0,141169.0,전기,100,2024-01-10
현대,팰리세이드,2017.0,219200.0,전기,100,2025-12-11
기아,K9,2013.0,65017.0,휘발유,106,2026.01.18
현대,아반떼,2017.0,101354.0,HEV,258,2024-05-20
KG모빌리티,코란도,2022.0,182507.0,휘발유,100,2025-06-27
현대,싼타페,2022.0,48022.0,하이브리드,1013,2026-01-09
기아,쏘렌토,2023.0,44681.0,전기,3318,2025-09-22
KG모빌리티,코란도,2013.0,240036.0,경유,100,2026-02-09
현대,싼타페,2023.0,105671.0,전기,834,2024-11-18
기아,K5,2016.0,173983.0,경유,100,2025-07-20
르노,QM6,2012.0,227269.0,하이브리드,100,2024-07-29
기아,쏘렌토,2018.0,82474.0,휘발유,854,2024-09-02
KG모빌리티,렉스턴,2013.0,68198.0,휘발유,148,2025-06-24
현대,그랜저,2017.0,39598.0,전기,632,2025-01-09
기아,카니발,2019.0,206947.0,휘발유,100,2025-08-24
현대,아반떼,2016.0,61555.0,휘발유,100,2025-02-11
르노,QM6,2023.0,136346.0,전기,1204,2025-03-09
KG모빌리티,티볼리,2022.0,145657.0,경유,629,2024-10-11
현대,그랜저,2013.0,139035.0,경유,100,2024-06-08
르노,XM3,2021.0,171276.0,휘발유,503,2024-11-13
KG모빌리티,코란도,2012.0,69088.0,전기,100,2024-04-28
KG모빌리티,티볼리,2016.0,179608.0,경유,100,2024-05-02
현대,팰리세이드,2014.0,188893.0,경유,100,2025-05-23
르노,QM6,2020.0,210255.0,하이브리드,150,2024-06-19
르노,SM6,2023.0,209766.0,하이브리드,970,2026-01-20
현대,아반떼,2017.0,216578.0,하이브리드,100,2025-06-20
현대,그랜저,2023.0,,휘발유,2026,2025-05-23
KG모빌리티,토레스,2012.0,135969.0,경유,100,2025-01-11
기아,K7,2024.0,31975.0,휘발유,2247,2024-08-21
현대,아반떼,2012.0,69107.0,전기,100,2025-01-07
KG모빌리티,코란도,2014.0,249098.0,휘발유,100,2025-07-20
KG모빌리티,코란도,2017.0,70080.0,하이브리드,194,2024-10-04
현대,싼타페,2017.0,36300.0,휘발유,404,2024-07-02
기아,카니발,2020.0,17039.0,전기,1217,2024-03-11
KG모빌리티,토레스,2024.0,226471.0,하이브리드,411,2024-03-29
KG모빌리티,티볼리,2017.0,57604.0,하이브리드,198,2026-01-27
기아,K9,2017.0,160108.0,전기,585,2026-03-02
기아,쏘렌토,2020.0,204355.0,경유,962,2024-06-03
현대,투싼,2012.0,66078.0,하이브리드,100,2025-10-13
현대,그랜저,2012.0,203948.0,전기,100,2026-01-25
르노,SM6,2015.0,143887.0,전기,100,2025-05-18
현대,쏘나타,2023.0,78354.0,휘발유,646,2024-08-25
KG모빌리티,토레스,2019.0,201057.0,휘발유,100,2025-06-01
기아,쏘렌토,2018.0,24616.0,휘발유,1082,2025-03-21
기아,K5,2016.0,73417.0,하이브리드,271,2025.02.06
르노,XM3,2019.0,76291.0,휘발유,253,2024-07-26
기아,카니발,2024.0,158277.0,경유,453,2024-04-18
기아,K9,2019.0,87321.0,휘발유,738,2025-07-02
르노,SM6,2019.0,85821.0,하이브리드,356,2024-05-02
현대,쏘나타,2024.0,184845.0,휘발유,610,24/08/08
르노,SM6,2013.0,191425.0,하이브리드,100,2025-02-09
현대,팰리세이드,2016.0,73201.0,경유,689,2024-02-01
KG모빌리티,렉스턴,2020.0,,경유,598,2024-04-06
KG모빌리티,티볼리,2024.0,213092.0,휘발유,225,2024-01-13
현대,쏘나타,2014.0,56939.0,전기,168,2025-01-16
현대,싼타페,2021.0,72848.0,휘발유,1135,24/01/23
현대,쏘나타,2022.0,121242.0,Diesel,1042,2024.04.04
르노,SM6,2012.0,125847.0,경유,100,25/08/10
KG모빌리티,렉스턴,2019.0,12728.0,전기,1080,2024-06-25
르노,SM6,2014.0,77084.0,전기,100,2024-06-01
현대,싼타페,2021.0,166736.0,하이브리드,100,2025-05-25
KG모빌리티,렉스턴,2012.0,27995.0,전기,183,2024-05-20
KG모빌리티,코란도,2022.0,236906.0,경유,450,2025.10.07
현대,투싼,2024.0,192005.0,전기,655,2025-07-11
KG모빌리티,토레스,2021.0,136699.0,전기,274,2024-10-03
기아,K3,2017.0,,휘발유,100,2026-03-08
르노,SM6,2024.0,128649.0,하이브리드,1224,2026-02-24
기아,K5,2013.0,69974.0,경유,100,2024-09-29
현대,쏘나타,2021.0,226906.0,EV,256,2024-12-29
기아,K5,2015.0,160325.0,하이브리드,100,2025-08-28
현대,팰리세이드,2023.0,97191.0,경유,3126,2025-07-30
기아,카니발,2024.0,236113.0,전기,1339,2025-07-09
르노,SM6,2019.0,14951.0,휘발유,465,2024-08-26
기아,K3,2020.0,130301.0,하이브리드,100,2025.09.20
기아,카니발,2014.0,94327.0,경유,100,2024-11-27
현대,아반떼,2014.0,158776.0,경유,100,2026-03-03
현대,싼타페,2017.0,24013.0,전기,405,2025-08-23
현대,그랜저,2016.0,89568.0,경유,100,2026-01-19
KG모빌리티,렉스턴,2022.0,88173.0,하이브리드,975,2024-08-16
기아,K9,2016.0,197412.0,하이브리드,100,2024.05.10
기아,쏘렌토,2012.0,189027.0,전기,100,2026-02-28
현대,쏘나타,2021.0,88418.0,Diesel,1060,2025-10-16
현대,투싼,2014.0,91813.0,휘발유,100,2024-08-31
르노,XM3,2014.0,171772.0,휘발유,100,2025-12-26
르노,XM3,2012.0,74523.0,경유,100,2025-12-10
현대,그랜저,2016.0,211312.0,휘발유,100,2024-02-19
KG모빌리티,렉스턴,2023.0,115009.0,경유,3091,2025-02-27
KG모빌리티,렉스턴,2017.0,148136.0,휘발유,100,2025-05-05
기아,K5,2019.0,24322.0,휘발유,884,2024-10-28
현대,그랜저,2016.0,32453.0,하이브리드,291,2024-06-23
KG모빌리티,코란도,2023.0,24661.0,휘발유,1486,2024-12-12
KG모빌리티,티볼리,2018.0,176346.0,전기,100,2024-06-09
현대,아반떼,2017.0,58883.0,경유,515,2025-02-23
르노,QM6,2016.0,82961.0,휘발유,100,2024-02-20
KG모빌리티,렉스턴,2014.0,19288.0,휘발유,398,2025-03-13
현대,그랜저,2022.0,168863.0,전기,1483,2024-07-23
현대,아반떼,2015.0,49782.0,하이브리드,221,2024-03-24
KG모빌리티,티볼리,2016.0,210750.0,전기,100,2025-05-15
르노,SM6,2022.0,147639.0,경유,459,2025-01-14
KG모빌리티,토레스,2014.0,121857.0,하이브리드,100,2025-03-26
KG모빌리티,토레스,2015.0,224435.0,휘발유,100,2024-06-03
현대,아반떼,2022.0,95122.0,전기,1171,2026-02-13
기아,스포티지,2012.0,225409.0,전기,100,2025-07-02
KG모빌리티,코란도,2019.0,83342.0,전기,116,2026-01-01
현대,싼타페,2021.0,241048.0,경유,100,2024-05-03
KG모빌리티,코란도,2014.0,60545.0,경유,146,2024-05-09
현대,투싼,2013.0,,Diesel,100,2025-10-04
기아,카니발,2021.0,72603.0,휘발유,593,2024-03-30
KG모빌리티,렉스턴,2020.0,90492.0,하이브리드,1625,2025-06-16
KG모빌리티,티볼리,2024.0,188608.0,전기,1063,2024-04-25
KG모빌리티,코란도,2014.0,153529.0,휘발유,100,24/04/18
현대,그랜저,2020.0,235722.0,전기,107,2024-09-27
KG모빌리티,렉스턴,2021.0,164635.0,휘발유,924,2024-06-25
르노,XM3,2014.0,167069.0,전기,100,2024-02-09
KG모빌리티,토레스,2023.0,67279.0,전기,646,2024-10-02
르노,SM6,2017.0,219272.0,하이브리드,100,2024-11-14
르노,XM3,2023.0,184529.0,경유,122,2024-05-17
르노,QM6,,207907.0,하이브리드,100,2024.10.02
KG모빌리티,티볼리,2015.0,120793.0,EV,100,2026-01-28
KG모빌리티,토레스,2012.0,140074.0,경유,100,2024-03-08
르노,QM6,2020.0,110744.0,휘발유,116,24/06/26
기아,카니발,2015.0,224408.0,경유,100,2024-02-03
KG모빌리티,티볼리,2017.0,189715.0,하이브리드,100,2025-01-12
KG모빌리티,렉스턴,2022.0,246978.0,휘발유,100,2024.09.04
르노,XM3,2021.0,121943.0,전기,217,2025-08-23
르노,XM3,2014.0,224585.0,하이브리드,100,2026-02-05
현대,그랜저,2012.0,,경유,100,2025.08.08
기아,카니발,2015.0,174706.0,경유,100,2024-10-02
KG모빌리티,티볼리,2024.0,206214.0,휘발유,1062,2025-04-30
기아,쏘렌토,2014.0,162585.0,휘발유,100,2024-08-17
르노,QM6,2024.0,85074.0,하이브리드,1713,25/03/09
KG모빌리티,토레스,2019.0,71059.0,전기,269,2024-11-05
KG모빌리티,티볼리,2012.0,139090.0,하이브리드,100,2025-07-28
르노,XM3,2022.0,33338.0,휘발유,1131,2024-12-10
르노,QM6,2017.0,230834.0,하이브리드,100,2025-11-02
르노,SM6,2014.0,140605.0,경유,100,2024-02-28
KG모빌리티,토레스,2022.0,41681.0,휘발유,1346,25/11/02
KG모빌리티,토레스,2016.0,242741.0,전기,100,2025-02-01
현대,싼타페,2023.0,154957.0,경유,1173,2024-12-17
기아,쏘렌토,2020.0,172330.0,전기,1105,2025-11-18
르노,QM6,2016.0,,디젤,10,2024-10-27
현대,투싼,2014.0,199227.0,경유,100,2025-11-27
르노,QM6,2013.0,63262.0,경유,100,2026-02-01
르노,XM3,2024.0,237480.0,하이브리드,386,2024-09-23
르노,XM3,2013.0,128348.0,휘발유,100,2025-04-28
기아,스포티지,2013.0,232409.0,전기,100,2025-06-26
르노,XM3,2012.0,233287.0,경유,100,2024-05-20
기아,K7,2018.0,154265.0,전기,136,2024-05-26
르노,QM6,2014.0,209194.0,전기,100,2024-12-06
기아,K7,2022.0,20207.0,전기,687,2024-10-07
기아,카니발,2024.0,49198.0,Diesel,1690,2025-05-16
현대,쏘나타,2021.0,118694.0,전기,648,2025-02-17
KG모빌리티,렉스턴,2018.0,6223.0,경유,556,2026-01-18
르노,SM6,2017.0,203403.0,경유,100,2024-01-19
현대,팰리세이드,2023.0,70227.0,하이브리드,1446,2024-11-15
기아,K3,2018.0,136946.0,하이브리드,100,2024-06-20
현대,아반떼,2016.0,81238.0,하이브리드,100,2025-03-20
기아,K7,2019.0,99175.0,경유,477,2024.06.17
KG모빌리티,티볼리,2015.0,63804.0,경유,181,2024-08-04
현대,싼타페,2020.0,49298.0,하이브리드,414,2025-12-29
현대,투싼,2022.0,72053.0,휘발유,1247,2025-08-31
현대,팰리세이드,2013.0,176328.0,휘발유,100,2024-02-19
현대,투싼,2019.0,104681.0,하이브리드,100,2025-04-30
기아,K5,2023.0,184762.0,휘발유,790,2024-11-04
KG모빌리티,티볼리,2022.0,,디젤,364,2025-03-04
현대,싼타페,2023.0,166925.0,하이브리드,235,2024-04-26
현대,투싼,2015.0,9999999.0,하이브리드,100,2025-06-19
기아,K7,2023.0,112415.0,경유,730,2024.02.10
KG모빌리티,코란도,2023.0,249612.0,하이브리드,277,24/08/28
현대,아반떼,2022.0,28331.0,휘발유,1611,2025-08-10
KG모빌리티,코란도,2013.0,209348.0,휘발유,100,2026-01-10
현대,그랜저,2022.0,65597.0,HEV,1692,2024-09-27
KG모빌리티,티볼리,2013.0,218169.0,휘발유,100,2024-10-24
르노,QM6,2017.0,116672.0,Gasoline,114,2024-04-07
현대,아반떼,2014.0,178894.0,경유,100,2024-12-02
르노,XM3,2021.0,75335.0,휘발유,1087,25/01/16
르노,SM6,2013.0,110061.0,전기,100,2024-10-05
KG모빌리티,렉스턴,2024.0,115556.0,Diesel,2787,2024-04-25
기아,쏘렌토,2023.0,20373.0,경유,3497,2024.04.16
KG모빌리티,렉스턴,2024.0,154145.0,전기,2681,2024-07-04
KG모빌리티,토레스,2021.0,12554.0,경유,1386,2025-05-09
KG모빌리티,티볼리,2018.0,120523.0,휘발유,100,2024-09-24
르노,SM6,2023.0,232628.0,경유,610,2025-11-16
르노,QM6,2020.0,185418.0,가솔린,179,2025-03-19
기아,K9,2017.0,178987.0,전기,210,2024-06-01
현대,아반떼,2022.0,249939.0,전기,100,2025-05-22
기아,K3,2024.0,133882.0,경유,888,2024-12-04
르노,SM6,2020.0,63381.0,전기,674,25/02/16
기아,K3,2019.0,121441.0,전기,399,2024-03-31
KG모빌리티,렉스턴,2017.0,36118.0,휘발유,754,2024.04.15
KG모빌리티,렉스턴,2012.0,151048.0,휘발유,100,2024-04-03
르노,QM6,2020.0,59224.0,전기,775,2024-12-15
KG모빌리티,토레스,2024.0,232881.0,경유,100,2025-12-15
기아,K5,2022.0,168703.0,HEV,709,2025-07-31
르노,SM6,2012.0,158138.0,경유,100,2024-02-28
KG모빌리티,토레스,2015.0,224435.0,휘발유,100,2024-06-03
KG모빌리티,코란도,2023.0,230835.0,전기,364,2024-09-22
현대,그랜저,2017.0,181634.0,전기,100,2025-08-20
기아,스포티지,2018.0,115897.0,전기,100,2025-10-12
현대,싼타페,2015.0,156760.0,휘발유,120000,2025-09-26
현대,쏘나타,2015.0,224998.0,Diesel,100,2024-09-01
현대,아반떼,2017.0,216578.0,하이브리드,100,2025-06-20
현대,투싼,2015.0,9999999.0,하이브리드,100,2025-06-19
현대,아반떼,2013.0,16917.0,HEV,332,2025-10-28
르노,QM6,2024.0,51832.0,가솔린,1575,2025-10-02
르노,XM3,2014.0,171772.0,휘발유,100,2025-12-26
르노,XM3,2012.0,233287.0,경유,100,2024-05-20
