,브랜드,차량명,연식,주행거리,연료,가격(만원),등록일자
464,기아,K7,2016.0,94932.0,경유,100,2025-06-17
466,현대,그랜저,2012.0,217385.0,Gasoline,100,2024-01-24
467,르노,QM6,2013.0,182508.0,경유,100,2026-01-28
469,KG모빌리티,렉스턴,2015.0,214126.0,경유,100,2024-07-09
470,KG모빌리티,렉스턴,2012.0,198301.0,경유,100,2025-04-05
471,KG모빌리티,렉스턴,2012.0,189742.0,경유,100,2024-10-12
472,현대,싼타페,2013.0,214584.0,경유,100,2025-01-09
473,르노,SM6,2019.0,34872.0,전기,479,2025-06-24
474,르노,QM6,2018.0,165250.0,휘발유,100,2024-12-22
475,르노,XM3,2021.0,50227.0,하이브리드,1154,2025-09-21
476,현대,팰리세이드,2014.0,87099.0,경유,100,2024-11-08
477,현대,쏘나타,2017.0,186780.0,전기,100,2025-03-04
478,기아,스포티지,2018.0,115897.0,전기,100,2025-10-12
479,기아,스포티지,2014.0,133356.0,경유,100,2024-07-10
480,르노,XM3,2021.0,19053.0,하이브리드,1357,2024-01-10
481,KG모빌리티,코란도,2015.0,218703.0,전기,100,2022-02-25
482,KG모빌리티,렉스턴,2023.0,225172.0,전기,1219,2024-06-20
483,현대,싼타페,2012.0,213635.0,경유,100,2024-10-26
485,KG모빌리티,렉스턴,2020.0,138904.0,휘발유,234,2024-10-01
487,기아,K9,2013.0,197935.0,경유,100,2024-10-31
488,현대,투싼,2016.0,96377.0,Gasoline,161,2025-03-25
489,현대,쏘나타,2015.0,217520.0,하이브리드,100,2025-12-28
490,KG모빌리티,코란도,2021.0,41499.0,경유,1171,2024-07-30
491,현대,싼타페,2017.0,144534.0,경유,100,2024-11-27
492,르노,XM3,2021.0,75082.0,휘발유,1155,2024-05-18
493,KG모빌리티,티볼리,2016.0,232291.0,경유,100,2025-12-19
494,기아,K5,2014.0,191487.0,경유,100,2026-02-18
495,KG모빌리티,렉스턴,2014.0,156368.0,하이브리드,100,2025-10-04
496,KG모빌리티,렉스턴,2019.0,24796.0,휘발유,1349,2025-02-16
497,르노,QM6,2017.0,124195.0,전기,177,2024-12-01
498,현대,팰리세이드,2013.0,196609.0,전기,100,2025-10-12
499,르노,SM6,2024.0,145096.0,경유,946,2025-03-15
500,기아,K9,2016.0,89637.0,하이브리드,613,2024-12-11
501,기아,스포티지,2019.0,211649.0,휘발유,100,2024-02-17
505,르노,XM3,2013.0,102476.0,경유,100,2024-02-23
506,KG모빌리티,토레스,2023.0,188354.0,경유,929,2025-03-15
507,현대,팰리세이드,2013.0,5284.0,전기,321,2024-03-20
508,기아,스포티지,2015.0,141169.0,전기,100,2024-01-10
509,현대,팰리세이드,2017.0,219200.0,전기,100,2025-12-11
510,기아,K9,2013.0,65017.0,휘발유,106,2026-01-18
511,현대,아반떼,2017.0,101354.0,HEV,258,2024-05-20
512,KG모빌리티,코란도,2022.0,182507.0,휘발유,100,2025-06-27
513,현대,싼타페,2022.0,48022.0,하이브리드,1013,2026-01-09
515,KG모빌리티,코란도,2013.0,240036.0,경유,100,2026-02-09
516,현대,싼타페,2023.0,105671.0,전기,834,2024-11-18
517,기아,K5,2016.0,173983.0,경유,100,2025-07-20
518,르노,QM6,2012.0,227269.0,하이브리드,100,2024-07-29
519,기아,쏘렌토,2018.0,82474.0,휘발유,854,2024-09-02
520,KG모빌리티,렉스턴,2013.0,68198.0,휘발유,148,2025-06-24
521,현대,그랜저,2017.0,39598.0,전기,632,2025-01-09
522,기아,카니발,2019.0,206947.0,휘발유,100,2025-08-24
523,현대,아반떼,2016.0,61555.0,휘발유,100,2025-02-11
524,르노,QM6,2023.0,136346.0,전기,1204,2025-03-09
525,KG모빌리티,티볼리,2022.0,145657.0,경유,629,2024-10-11
526,현대,그랜저,2013.0,139035.0,경유,100,2024-06-08
527,르노,XM3,2021.0,171276.0,휘발유,503,2024-11-13
528,KG모빌리티,코란도,2012.0,69088.0,전기,100,2024-04-28
529,KG모빌리티,티볼리,2016.0,179608.0,경유,100,2024-05-02
530,현대,팰리세이드,2014.0,188893.0,경유,100,2025-05-23
531,르노,QM6,2020.0,210255.0,하이브리드,150,2024-06-19
532,르노,SM6,2023.0,209766.0,하이브리드,970,2026-01-20
533,현대,아반떼,2017.0,216578.0,하이브리드,100,2025-06-20
535,KG모빌리티,토레스,2012.0,135969.0,경유,100,2025-01-11
537,현대,아반떼,2012.0,69107.0,전기,100,2025-01-07
538,KG모빌리티,코란도,2014.0,249098.0,휘발유,100,2025-07-20
539,KG모빌리티,코란도,2017.0,70080.0,하이브리드,194,2024-10-04
540,현대,싼타페,2017.0,36300.0,휘발유,404,2024-07-02
541,기아,카니발,2020.0,17039.0,전기,1217,2024-03-11
542,KG모빌리티,토레스,2024.0,226471.0,하이브리드,411,2024-03-29
543,KG모빌리티,티볼리,2017.0,57604.0,하이브리드,198,2026-01-27
544,기아,K9,2017.0,160108.0,전기,585,2026-03-02
545,기아,쏘렌토,2020.0,204355.0,경유,962,2024-06-03
546,현대,투싼,2012.0,66078.0,하이브리드,100,2025-10-13
547,현대,그랜저,2012.0,203948.0,전기,100,2026-01-25
548,르노,SM6,2015.0,143887.0,전기,100,2025-05-18
549,현대,쏘나타,2023.0,78354.0,휘발유,646,2024-08-25
550,KG모빌리티,토레스,2019.0,201057.0,휘발유,100,2025-06-01
551,기아,쏘렌토,2018.0,24616.0,휘발유,1082,2025-03-21
552,기아,K5,2016.0,73417.0,하이브리드,271,2025-02-06
553,르노,XM3,2019.0,76291.0,휘발유,253,2024-07-26
554,기아,카니발,2024.0,158277.0,경유,453,2024-04-18
555,기아,K9,2019.0,87321.0,휘발유,738,2025-07-02
556,르노,SM6,2019.0,85821.0,하이브리드,356,2024-05-02
557,현대,쏘나타,2024.0,184845.0,휘발유,610,2008-08-24
558,르노,SM6,2013.0,191425.0,하이브리드,100,2025-02-09
559,현대,팰리세이드,2016.0,73201.0,경유,689,2024-02-01
561,KG모빌리티,티볼리,2024.0,213092.0,휘발유,225,2024-01-13
562,현대,쏘나타,2014.0,56939.0,전기,168,2025-01-16
563,현대,싼타페,2021.0,72848.0,휘발유,1135,2023-01-24
564,현대,쏘나타,2022.0,121242.0,Diesel,1042,2024-04-04
565,르노,SM6,2012.0,125847.0,경유,100,2010-08-25
566,KG모빌리티,렉스턴,2019.0,12728.0,전기,1080,2024-06-25
567,르노,SM6,2014.0,77084.0,전기,100,2024-06-01
568,현대,싼타페,2021.0,166736.0,하이브리드,100,2025-05-25
569,KG모빌리티,렉스턴,2012.0,27995.0,전기,183,2024-05-20
570,KG모빌리티,코란도,2022.0,236906.0,경유,450,2025-10-07
571,현대,투싼,2024.0,192005.0,전기,655,2025-07-11
572,KG모빌리티,토레스,2021.0,136699.0,전기,274,2024-10-03
574,르노,SM6,2024.0,128649.0,하이브리드,1224,2026-02-24
575,기아,K5,2013.0,69974.0,경유,100,2024-09-29
576,현대,쏘나타,2021.0,226906.0,EV,256,2024-12-29
577,기아,K5,2015.0,160325.0,하이브리드,100,2025-08-28
579,기아,카니발,2024.0,236113.0,전기,1339,2025-07-09
580,르노,SM6,2019.0,14951.0,휘발유,465,2024-08-26
581,기아,K3,2020.0,130301.0,하이브리드,100,2025-09-20
582,기아,카니발,2014.0,94327.0,경유,100,2024-11-27
583,현대,아반떼,2014.0,158776.0,경유,100,2026-03-03
584,현대,싼타페,2017.0,24013.0,전기,405,2025-08-23
585,현대,그랜저,2016.0,89568.0,경유,100,2026-01-19
586,KG모빌리티,렉스턴,2022.0,88173.0,하이브리드,975,2024-08-16
587,기아,K9,2016.0,197412.0,하이브리드,100,2024-05-10
588,기아,쏘렌토,2012.0,189027.0,전기,100,2026-02-28
589,현대,쏘나타,2021.0,88418.0,Diesel,1060,2025-10-16
590,현대,투싼,2014.0,91813.0,휘발유,100,2024-08-31
591,르노,XM3,2014.0,171772.0,휘발유,100,2025-12-26
592,르노,XM3,2012.0,74523.0,경유,100,2025-12-10
593,현대,그랜저,2016.0,211312.0,휘발유,100,2024-02-19
595,KG모빌리티,렉스턴,2017.0,148136.0,휘발유,100,2025-05-05
596,기아,K5,2019.0,24322.0,휘발유,884,2024-10-28
597,현대,그랜저,2016.0,32453.0,하이브리드,291,2024-06-23
599,KG모빌리티,티볼리,2018.0,176346.0,전기,100,2024-06-09
600,현대,아반떼,2017.0,58883.0,경유,515,2025-02-23
601,르노,QM6,2016.0,82961.0,휘발유,100,2024-02-20
602,KG모빌리티,렉스턴,2014.0,19288.0,휘발유,398,2025-03-13
604,현대,아반떼,2015.0,49782.0,하이브리드,221,2024-03-24
605,KG모빌리티,티볼리,2016.0,210750.0,전기,100,2025-05-15
606,르노,SM6,2022.0,147639.0,경유,459,2025-01-14
607,KG모빌리티,토레스,2014.0,121857.0,하이브리드,100,2025-03-26
608,KG모빌리티,토레스,2015.0,224435.0,휘발유,100,2024-06-03
609,현대,아반떼,2022.0,95122.0,전기,1171,2026-02-13
610,기아,스포티지,2012.0,225409.0,전기,100,2025-07-02
611,KG모빌리티,코란도,2019.0,83342.0,전기,116,2026-01-01
612,현대,싼타페,2021.0,241048.0,경유,100,2024-05-03
613,KG모빌리티,코란도,2014.0,60545.0,경유,146,2024-05-09
615,기아,카니발,2021.0,72603.0,휘발유,593,2024-03-30
617,KG모빌리티,티볼리,2024.0,188608.0,전기,1063,2024-04-25
618,KG모빌리티,코란도,2014.0,153529.0,휘발유,100,2018-04-24
619,현대,그랜저,2020.0,235722.0,전기,107,2024-09-27
620,KG모빌리티,렉스턴,2021.0,164635.0,휘발유,924,2024-06-25
621,르노,XM3,2014.0,167069.0,전기,100,2024-02-09
622,KG모빌리티,토레스,2023.0,67279.0,전기,646,2024-10-02
623,르노,SM6,2017.0,219272.0,하이브리드,100,2024-11-14
624,르노,XM3,2023.0,184529.0,경유,122,2024-05-17
626,KG모빌리티,티볼리,2015.0,120793.0,EV,100,2026-01-28
627,KG모빌리티,토레스,2012.0,140074.0,경유,100,2024-03-08
628,르노,QM6,2020.0,110744.0,휘발유,116,2026-06-24
629,기아,카니발,2015.0,224408.0,경유,100,2024-02-03
630,KG모빌리티,티볼리,2017.0,189715.0,하이브리드,100,2025-01-12
631,KG모빌리티,렉스턴,2022.0,246978.0,휘발유,100,2024-09-04
632,르노,XM3,2021.0,121943.0,전기,217,2025-08-23
633,르노,XM3,2014.0,224585.0,하이브리드,100,2026-02-05
635,기아,카니발,2015.0,174706.0,경유,100,2024-10-02
636,KG모빌리티,티볼리,2024.0,206214.0,휘발유,1062,2025-04-30
637,기아,쏘렌토,2014.0,162585.0,휘발유,100,2024-08-17
639,KG모빌리티,토레스,2019.0,71059.0,전기,269,2024-11-05
640,KG모빌리티,티볼리,2012.0,139090.0,하이브리드,100,2025-07-28
641,르노,XM3,2022.0,33338.0,휘발유,1131,2024-12-10
642,르노,QM6,2017.0,230834.0,하이브리드,100,2025-11-02
643,르노,SM6,2014.0,140605.0,경유,100,2024-02-28
644,KG모빌리티,토레스,2022.0,41681.0,휘발유,1346,2002-11-25
645,KG모빌리티,토레스,2016.0,242741.0,전기,100,2025-02-01
646,현대,싼타페,2023.0,154957.0,경유,1173,2024-12-17
647,기아,쏘렌토,2020.0,172330.0,전기,1105,2025-11-18
649,현대,투싼,2014.0,199227.0,경유,100,2025-11-27
650,르노,QM6,2013.0,63262.0,경유,100,2026-02-01
651,르노,XM3,2024.0,237480.0,하이브리드,386,2024-09-23
652,르노,XM3,2013.0,128348.0,휘발유,100,2025-04-28
653,기아,스포티지,2013.0,232409.0,전기,100,2025-06-26
654,르노,XM3,2012.0,233287.0,경유,100,2024-05-20
655,기아,K7,2018.0,154265.0,전기,136,2024-05-26
656,르노,QM6,2014.0,209194.0,전기,100,2024-12-06
657,기아,K7,2022.0,20207.0,전기,687,2024-10-07
659,현대,쏘나타,2021.0,118694.0,전기,648,2025-02-17
660,KG모빌리티,렉스턴,2018.0,6223.0,경유,556,2026-01-18
661,르노,SM6,2017.0,203403.0,경유,100,2024-01-19
662,현대,팰리세이드,2023.0,70227.0,하이브리드,1446,2024-11-15
663,기아,K3,2018.0,136946.0,하이브리드,100,2024-06-20
664,현대,아반떼,2016.0,81238.0,하이브리드,100,2025-03-20
665,기아,K7,2019.0,99175.0,경유,477,2024-06-17
666,KG모빌리티,티볼리,2015.0,63804.0,경유,181,2024-08-04
667,현대,싼타페,2020.0,49298.0,하이브리드,414,2025-12-29
668,현대,투싼,2022.0,72053.0,휘발유,1247,2025-08-31
669,현대,팰리세이드,2013.0,176328.0,휘발유,100,2024-02-19
670,현대,투싼,2019.0,104681.0,하이브리드,100,2025-04-30
671,기아,K5,2023.0,184762.0,휘발유,790,2024-11-04
673,현대,싼타페,2023.0,166925.0,하이브리드,235,2024-04-26
675,기아,K7,2023.0,112415.0,경유,730,2024-02-10
676,KG모빌리티,코란도,2023.0,249612.0,하이브리드,277,2028-08-24
678,KG모빌리티,코란도,2013.0,209348.0,휘발유,100,2026-01-10
680,KG모빌리티,티볼리,2013.0,218169.0,휘발유,100,2024-10-24
681,르노,QM6,2017.0,116672.0,Gasoline,114,2024-04-07
682,현대,아반떼,2014.0,178894.0,경유,100,2024-12-02
683,르노,XM3,2021.0,75335.0,휘발유,1087,2016-01-25
684,르노,SM6,2013.0,110061.0,전기,100,2024-10-05
688,KG모빌리티,토레스,2021.0,12554.0,경유,1386,2025-05-09
689,KG모빌리티,티볼리,2018.0,120523.0,휘발유,100,2024-09-24
690,르노,SM6,2023.0,232628.0,경유,610,2025-11-16
691,르노,QM6,2020.0,185418.0,가솔린,179,2025-03-19
692,기아,K9,2017.0,178987.0,전기,210,2024-06-01
693,현대,아반떼,2022.0,249939.0,전기,100,2025-05-22
694,기아,K3,2024.0,133882.0,경유,888,2024-12-04
695,르노,SM6,2020.0,63381.0,전기,674,2016-02-25
696,기아,K3,2019.0,121441.0,전기,399,2024-03-31
697,KG모빌리티,렉스턴,2017.0,36118.0,휘발유,754,2024-04-15
698,KG모빌리티,렉스턴,2012.0,151048.0,휘발유,100,2024-04-03
699,르노,QM6,2020.0,59224.0,전기,775,2024-12-15
