time,temp,pressure,vibration
2026-03-08 18:14:00,453.31,0.976,0.33
2026-03-08 18:15:00,452.55,1.022,0.26
2026-03-08 18:16:00,451.31,1.071,0.287
2026-03-08 18:17:00,454.67,0.95,0.323
2026-03-08 18:18:00,448.19,0.94,0.264
2026-03-08 18:19:00,450.89,0.927,0.273
2026-03-08 18:20:00,433.12,1.043,0.269
2026-03-08 18:21:00,447.75,1.043,0.303
2026-03-08 18:22:00,453.82,0.924,0.175
2026-03-08 18:23:00,448.05,1.086,0.504
2026-03-08 18:24:00,447.67,0.924,0.084
2026-03-08 18:25:00,444.79,0.959,0.15
2026-03-08 18:26:00,455.02,0.926,0.303
2026-03-08 18:27:00,452.74,1.037,0.187
2026-03-08 18:28:00,454.13,1.071,0.108
2026-03-08 18:29:00,441.37,1.049,0.345
2026-03-08 18:30:00,449.2,0.995,0.339
2026-03-08 18:31:00,448.6,1.003,0.26
2026-03-08 18:32:00,448.6,0.996,0.305
2026-03-08 18:33:00,446.92,1.007,0.324
2026-03-08 18:34:00,448.27,1.026,0.245
2026-03-08 18:35:00,454.25,0.988,0.496
2026-03-08 18:36:00,440.44,0.967,0.356
2026-03-08 18:37:00,458.89,1.037,0.215
2026-03-08 18:38:00,452.42,0.913,0.36
2026-03-08 18:39:00,449.79,1.039,0.24
2026-03-08 18:40:00,454.53,1.089,0.431
2026-03-08 18:41:00,442.74,0.975,0.234
2026-03-08 18:42:00,446.68,0.991,0.235
2026-03-08 18:43:00,449.39,0.994,0.202
2026-03-08 18:44:00,456.83,0.999,0.35
2026-03-08 18:45:00,449.77,1.005,0.201
2026-03-08 18:46:00,452.25,0.997,0.365
2026-03-08 18:47:00,447.05,0.973,0.373
2026-03-08 18:48:00,452.43,1.017,0.339
2026-03-08 18:49:00,458.39,1.042,0.381
2026-03-08 18:50:00,454.98,0.977,0.16
2026-03-08 18:51:00,449.59,0.951,0.453
2026-03-08 18:52:00,453.38,1.059,0.34
2026-03-08 18:53:00,452.89,1.005,0.337
2026-03-08 18:54:00,452.53,0.92,0.258
2026-03-08 18:55:00,455.56,1.05,0.217
2026-03-08 18:56:00,455.52,0.946,0.365
2026-03-08 18:57:00,449.36,0.982,0.167
2026-03-08 18:58:00,453.21,0.987,0.308
2026-03-08 18:59:00,448.08,0.971,0.497
2026-03-08 19:00:00,445.38,1.038,0.268
2026-03-08 19:01:00,448.65,1.075,0.283
2026-03-08 19:02:00,449.62,1.047,0.186
2026-03-08 19:03:00,441.69,1.029,0.262
2026-03-08 19:04:00,454.3,0.98,0.273
2026-03-08 19:05:00,436.16,1.117,0.427
2026-03-08 19:06:00,463.57,1.023,0.196
2026-03-08 19:07:00,457.51,1.057,0.314
2026-03-08 19:08:00,448.69,0.971,0.325
2026-03-08 19:09:00,450.05,1.088,0.466
2026-03-08 19:10:00,451.51,0.899,0.396
2026-03-08 19:11:00,447.05,0.904,0.24
2026-03-08 19:12:00,450.96,1.041,0.356
2026-03-08 19:13:00,449.28,0.926,0.142
2026-03-08 19:14:00,449.53,0.97,-0.014
2026-03-08 19:15:00,450.91,0.996,0.076
2026-03-08 19:16:00,443.43,1.002,0.179
2026-03-08 19:17:00,450.2,1.096,0.395
2026-03-08 19:18:00,450.82,1.002,0.272
2026-03-08 19:19:00,450.64,0.931,0.392
2026-03-08 19:20:00,448.92,1.008,0.361
2026-03-08 19:21:00,455.69,0.969,0.472
2026-03-08 19:22:00,448.23,0.986,0.252
2026-03-08 19:23:00,451.14,1.011,0.553
2026-03-08 19:24:00,456.49,1.041,0.381
2026-03-08 19:25:00,449.6,1.026,0.139
2026-03-08 19:26:00,451.07,1.007,0.284
2026-03-08 19:27:00,449.52,1.054,0.102
2026-03-08 19:28:00,456.19,1.019,0.344
2026-03-08 19:29:00,448.71,1.027,0.392
2026-03-08 19:30:00,456.42,0.904,0.343
2026-03-08 19:31:00,449.48,1.082,0.413
2026-03-08 19:32:00,445.7,0.961,0.241
2026-03-08 19:33:00,453.4,0.963,0.21
2026-03-08 19:34:00,448.48,1.021,0.228
2026-03-08 19:35:00,453.1,0.958,0.247
2026-03-08 19:36:00,436.35,0.959,0.275
2026-03-08 19:37:00,450.03,1.088,0.326
2026-03-08 19:38:00,447.7,1.08,0.396
2026-03-08 19:39:00,444.68,0.99,0.274
2026-03-08 19:40:00,447.23,0.978,0.268
2026-03-08 19:41:00,447.13,0.972,0.299
2026-03-08 19:42:00,449.76,0.849,0.443
2026-03-08 19:43:00,443.16,1.05,0.237
2026-03-08 19:44:00,451.58,1.012,0.268
2026-03-08 19:45:00,456.83,0.97,0.351
2026-03-08 19:46:00,451.4,1.117,0.294
2026-03-08 19:47:00,454.04,0.903,0.287
2026-03-08 19:48:00,455.47,1.078,0.356
2026-03-08 19:49:00,456.18,0.945,0.544
2026-03-08 19:50:00,459.35,1.093,0.128
2026-03-08 19:51:00,447.5,1.073,0.032
2026-03-08 19:52:00,446.41,0.94,0.22
2026-03-08 19:53:00,453.92,1.03,0.315
2026-03-08 19:54:00,453.54,1.025,0.435
2026-03-08 19:55:00,453.88,0.971,0.389
2026-03-08 19:56:00,459.45,1.047,0.241
2026-03-08 19:57:00,450.06,1.054,0.196
2026-03-08 19:58:00,452.13,1.03,0.266
2026-03-08 19:59:00,445.1,0.969,0.302
2026-03-08 20:00:00,460.68,1.085,0.147
2026-03-08 20:01:00,448.32,0.966,0.302
2026-03-08 20:02:00,448.46,0.987,0.295
2026-03-08 20:03:00,448.27,0.999,0.081
2026-03-08 20:04:00,446.78,1.021,0.321
2026-03-08 20:05:00,446.35,0.983,0.264
2026-03-08 20:06:00,447.38,0.987,0.318
2026-03-08 20:07:00,443.17,0.924,0.24
2026-03-08 20:08:00,446.07,0.897,0.169
2026-03-08 20:09:00,459.74,1.04,0.316
2026-03-08 20:10:00,453.68,1.045,0.345
2026-03-08 20:11:00,454.63,1.13,0.139
2026-03-08 20:12:00,455.89,1.01,0.237
2026-03-08 20:13:00,459.17,0.947,0.564
2026-03-08 20:14:00,441.14,0.934,0.29
2026-03-08 20:15:00,443.85,0.962,0.367
2026-03-08 20:16:00,445.98,1.02,0.321
2026-03-08 20:17:00,447.65,0.956,0.334
2026-03-08 20:18:00,448.5,1.042,0.241
2026-03-08 20:19:00,447.77,1.029,0.299
2026-03-08 20:20:00,451.1,1.019,0.365
2026-03-08 20:21:00,450.18,0.923,0.321
2026-03-08 20:22:00,446.39,1.062,0.483
2026-03-08 20:23:00,439.12,1.121,0.215
2026-03-08 20:24:00,445.04,0.946,0.347
2026-03-08 20:25:00,447.25,0.976,0.279
2026-03-08 20:26:00,448.76,0.944,0.263
2026-03-08 20:27:00,444.35,1.012,0.125
2026-03-08 20:28:00,447.55,1.027,0.364
2026-03-08 20:29:00,444.35,0.996,0.29
2026-03-08 20:30:00,449.37,1.059,0.236
2026-03-08 20:31:00,444.63,1.071,0.374
2026-03-08 20:32:00,445.76,0.932,0.428
2026-03-08 20:33:00,443.46,1.009,0.357
2026-03-08 20:34:00,449.23,1.021,0.249
2026-03-08 20:35:00,445.67,1.015,0.341
2026-03-08 20:36:00,454.53,0.983,0.242
2026-03-08 20:37:00,452.03,1.015,0.515
2026-03-08 20:38:00,449.65,0.925,0.24
2026-03-08 20:39:00,446.01,1.074,0.379
2026-03-08 20:40:00,451.9,0.986,0.388
2026-03-08 20:41:00,453.45,0.971,0.217
2026-03-08 20:42:00,450.71,0.917,0.267
2026-03-08 20:43:00,458.02,1.087,0.266
2026-03-08 20:44:00,452.3,1.1,0.247
2026-03-08 20:45:00,454.57,1.007,0.376
2026-03-08 20:46:00,450.67,0.933,0.188
2026-03-08 20:47:00,453.38,0.985,0.344
2026-03-08 20:48:00,446.02,0.993,0.268
2026-03-08 20:49:00,447.71,0.962,0.314
2026-03-08 20:50:00,451.75,1.018,0.115
2026-03-08 20:51:00,451.71,1.038,0.294
2026-03-08 20:52:00,452.54,1.0,0.323
2026-03-08 20:53:00,455.5,0.92,0.143
2026-03-08 20:54:00,442.88,0.977,0.365
2026-03-08 20:55:00,445.13,0.982,0.095
2026-03-08 20:56:00,451.15,0.981,0.344
2026-03-08 20:57:00,446.38,1.072,0.335
2026-03-08 20:58:00,466.89,0.991,0.198
2026-03-08 20:59:00,452.58,1.026,0.186
2026-03-08 21:00:00,449.61,1.081,0.362
2026-03-08 21:01:00,447.42,0.999,0.353
2026-03-08 21:02:00,447.6,1.0,0.411
2026-03-08 21:03:00,450.15,1.006,0.311
2026-03-08 21:04:00,450.56,1.078,0.384
2026-03-08 21:05:00,447.72,1.14,0.332
2026-03-08 21:06:00,448.63,1.005,0.311
2026-03-08 21:07:00,456.72,1.065,0.162
2026-03-08 21:08:00,456.92,1.064,0.247
2026-03-08 21:09:00,451.26,1.066,0.335
2026-03-08 21:10:00,443.29,1.04,0.406
2026-03-08 21:11:00,452.69,1.003,0.418
2026-03-08 21:12:00,457.77,1.08,0.362
2026-03-08 21:13:00,456.85,0.914,0.219
2026-03-08 21:14:00,453.67,0.97,0.191
2026-03-08 21:15:00,457.11,1.06,0.419
2026-03-08 21:16:00,450.27,0.944,0.198
2026-03-08 21:17:00,453.14,1.101,0.119
2026-03-08 21:18:00,446.6,0.941,0.204
2026-03-08 21:19:00,451.46,1.051,0.396
2026-03-08 21:20:00,456.65,0.936,0.345
2026-03-08 21:21:00,447.05,1.044,0.518
2026-03-08 21:22:00,445.69,0.953,0.252
2026-03-08 21:23:00,450.49,1.039,0.455
2026-03-08 21:24:00,448.87,1.002,0.329
2026-03-08 21:25:00,453.25,1.024,0.254
2026-03-08 21:26:00,447.73,1.031,0.182
2026-03-08 21:27:00,458.59,1.046,0.246
2026-03-08 21:28:00,443.55,1.004,0.158
2026-03-08 21:29:00,456.27,1.004,0.323
2026-03-08 21:30:00,446.18,0.993,0.384
2026-03-08 21:31:00,441.02,0.984,0.299
2026-03-08 21:32:00,451.19,1.062,0.243
2026-03-08 21:33:00,448.73,1.011,0.17
2026-03-08 21:34:00,444.45,0.987,0.27
2026-03-08 21:35:00,441.59,1.048,0.366
2026-03-08 21:36:00,449.96,1.037,0.312
2026-03-08 21:37:00,454.88,1.065,0.312
2026-03-08 21:38:00,452.92,0.962,0.177
2026-03-08 21:39:00,450.28,0.939,0.289
2026-03-08 21:40:00,452.39,1.007,0.37
2026-03-08 21:41:00,449.86,0.911,0.312
2026-03-08 21:42:00,442.85,0.991,0.399
2026-03-08 21:43:00,442.9,0.971,0.21
2026-03-08 21:44:00,448.98,0.967,0.17
2026-03-08 21:45:00,449.2,0.904,0.309
2026-03-08 21:46:00,454.25,1.018,0.119
2026-03-08 21:47:00,453.79,1.009,0.426
2026-03-08 21:48:00,453.03,0.994,0.34
2026-03-08 21:49:00,448.6,1.048,0.312
2026-03-08 21:50:00,443.1,1.008,0.416
2026-03-08 21:51:00,452.06,1.008,0.205
2026-03-08 21:52:00,452.63,1.036,0.272
2026-03-08 21:53:00,438.06,1.01,0.312
2026-03-08 21:54:00,445.83,0.989,0.235
2026-03-08 21:55:00,446.54,0.982,0.193
2026-03-08 21:56:00,450.59,0.944,0.308
2026-03-08 21:57:00,445.98,0.997,0.248
2026-03-08 21:58:00,449.81,1.054,0.26
2026-03-08 21:59:00,448.95,1.021,0.57
2026-03-08 22:00:00,449.2,0.977,0.252
2026-03-08 22:01:00,446.42,1.041,0.49
2026-03-08 22:02:00,446.81,1.021,0.492
2026-03-08 22:03:00,444.6,0.974,0.374
2026-03-08 22:04:00,451.9,1.067,0.2
2026-03-08 22:05:00,452.86,0.936,0.175
2026-03-08 22:06:00,446.15,0.999,0.217
2026-03-08 22:07:00,457.6,0.959,0.387
2026-03-08 22:08:00,448.43,1.052,0.208
2026-03-08 22:09:00,457.65,0.941,0.363
2026-03-08 22:10:00,446.79,0.954,0.325
2026-03-08 22:11:00,439.87,1.11,0.255
2026-03-08 22:12:00,452.01,1.004,0.301
2026-03-08 22:13:00,451.24,1.037,0.277
2026-03-08 22:14:00,450.17,1.001,0.287
2026-03-08 22:15:00,446.79,0.984,0.38
2026-03-08 22:16:00,449.83,1.035,0.236
2026-03-08 22:17:00,447.44,0.999,0.327
2026-03-08 22:18:00,448.49,0.967,0.406
2026-03-08 22:19:00,454.21,1.043,0.185
2026-03-08 22:20:00,450.92,1.056,0.441
2026-03-08 22:21:00,453.05,1.037,0.336
2026-03-08 22:22:00,448.84,1.038,0.228
2026-03-08 22:23:00,448.29,1.014,0.073
2026-03-08 22:24:00,444.23,1.039,0.275
2026-03-08 22:25:00,448.15,0.958,0.226
2026-03-08 22:26:00,433.39,1.021,0.272
2026-03-08 22:27:00,447.05,1.005,0.342
2026-03-08 22:28:00,449.59,0.967,0.283
2026-03-08 22:29:00,452.82,1.091,0.4
2026-03-08 22:30:00,448.66,1.015,0.3
2026-03-08 22:31:00,451.74,0.957,0.245
2026-03-08 22:32:00,439.1,0.995,0.561
2026-03-08 22:33:00,449.72,1.015,0.148
2026-03-08 22:34:00,441.6,1.057,0.201
2026-03-08 22:35:00,443.96,1.031,0.177
2026-03-08 22:36:00,449.06,1.017,0.35
2026-03-08 22:37:00,456.38,1.024,0.282
2026-03-08 22:38:00,451.86,0.996,0.307
2026-03-08 22:39:00,450.09,0.999,0.099
2026-03-08 22:40:00,449.9,1.064,0.18
2026-03-08 22:41:00,446.43,1.108,0.309
2026-03-08 22:42:00,447.28,1.094,0.301
2026-03-08 22:43:00,452.14,0.946,0.364
2026-03-08 22:44:00,443.07,0.964,0.478
2026-03-08 22:45:00,452.97,0.982,0.36
2026-03-08 22:46:00,448.06,1.021,0.317
2026-03-08 22:47:00,454.13,0.936,0.238
2026-03-08 22:48:00,454.81,0.973,0.146
2026-03-08 22:49:00,441.63,1.022,0.145
2026-03-08 22:50:00,447.09,0.957,0.149
2026-03-08 22:51:00,445.72,1.023,0.353
2026-03-08 22:52:00,440.94,1.049,0.164
2026-03-08 22:53:00,444.84,1.056,0.083
2026-03-08 22:54:00,462.21,1.02,0.322
2026-03-08 22:55:00,453.05,1.043,0.27
2026-03-08 22:56:00,459.59,0.943,0.356
2026-03-08 22:57:00,454.15,1.03,0.112
2026-03-08 22:58:00,446.29,1.092,0.372
2026-03-08 22:59:00,448.09,0.923,0.273
2026-03-08 23:00:00,452.94,1.046,0.285
2026-03-08 23:01:00,452.19,1.023,0.161
2026-03-08 23:02:00,447.11,1.068,0.142
2026-03-08 23:03:00,442.45,0.944,0.291
2026-03-08 23:04:00,466.44,0.956,0.235
2026-03-08 23:05:00,449.29,1.071,0.455
2026-03-08 23:06:00,448.37,0.912,0.281
2026-03-08 23:07:00,450.57,0.913,0.285
2026-03-08 23:08:00,448.79,1.049,0.065
2026-03-08 23:09:00,450.61,0.884,0.203
2026-03-08 23:10:00,456.43,1.02,0.359
2026-03-08 23:11:00,449.38,0.906,0.402
2026-03-08 23:12:00,444.19,1.015,0.366
2026-03-08 23:13:00,449.19,0.992,0.327
2026-03-08 23:14:00,447.68,1.101,0.27
2026-03-08 23:15:00,457.12,0.938,0.081
2026-03-08 23:16:00,455.86,0.983,0.387
2026-03-08 23:17:00,450.54,1.016,0.235
2026-03-08 23:18:00,443.61,0.924,0.46
2026-03-08 23:19:00,443.87,0.954,0.232
2026-03-08 23:20:00,450.08,1.072,0.154
2026-03-08 23:21:00,451.68,0.997,0.264
2026-03-08 23:22:00,448.13,0.956,0.305
2026-03-08 23:23:00,447.6,1.015,0.356
2026-03-08 23:24:00,447.04,0.981,0.164
2026-03-08 23:25:00,449.88,0.985,0.344
2026-03-08 23:26:00,438.09,1.076,0.18
2026-03-08 23:27:00,444.49,1.015,0.423
2026-03-08 23:28:00,446.86,1.05,0.303
2026-03-08 23:29:00,456.04,1.016,0.209
2026-03-08 23:30:00,445.93,0.968,0.302
2026-03-08 23:31:00,450.9,1.002,0.345
2026-03-08 23:32:00,451.13,1.065,0.124
2026-03-08 23:33:00,456.49,0.954,0.286
2026-03-08 23:34:00,456.31,0.989,0.336
2026-03-08 23:35:00,449.71,1.006,0.475
2026-03-08 23:36:00,447.62,0.935,0.342
2026-03-08 23:37:00,446.68,1.038,0.442
2026-03-08 23:38:00,448.79,1.021,0.442
2026-03-08 23:39:00,447.83,0.923,0.138
2026-03-08 23:40:00,452.77,0.975,0.346
2026-03-08 23:41:00,452.1,0.929,0.388
2026-03-08 23:42:00,452.96,0.994,0.256
2026-03-08 23:43:00,456.3,0.986,0.152
2026-03-08 23:44:00,459.31,0.975,0.28
2026-03-08 23:45:00,450.62,0.972,0.299
2026-03-08 23:46:00,455.5,0.956,0.226
2026-03-08 23:47:00,448.24,0.993,0.221
2026-03-08 23:48:00,455.93,1.029,0.239
2026-03-08 23:49:00,455.31,1.024,0.401
2026-03-08 23:50:00,455.04,0.979,0.304
2026-03-08 23:51:00,450.47,0.91,0.424
2026-03-08 23:52:00,446.66,1.01,0.207
2026-03-08 23:53:00,443.03,0.997,0.354
2026-03-08 23:54:00,449.8,0.976,0.161
2026-03-08 23:55:00,457.67,1.036,0.397
2026-03-08 23:56:00,448.45,1.055,0.247
2026-03-08 23:57:00,453.93,1.076,0.234
2026-03-08 23:58:00,454.22,1.091,0.364
2026-03-08 23:59:00,448.58,0.993,0.327
2026-03-09 00:00:00,456.58,1.106,0.287
2026-03-09 00:01:00,435.46,0.978,0.353
2026-03-09 00:02:00,443.89,1.003,0.293
2026-03-09 00:03:00,445.42,1.086,0.267
2026-03-09 00:04:00,445.9,0.955,0.329
2026-03-09 00:05:00,451.68,1.028,0.317
2026-03-09 00:06:00,451.45,1.059,0.229
2026-03-09 00:07:00,451.97,0.982,0.329
2026-03-09 00:08:00,452.98,0.99,0.215
2026-03-09 00:09:00,445.25,1.069,0.225
2026-03-09 00:10:00,443.91,0.996,0.335
2026-03-09 00:11:00,451.98,0.983,0.359
2026-03-09 00:12:00,446.85,0.945,0.316
2026-03-09 00:13:00,442.15,0.971,0.385
2026-03-09 00:14:00,454.86,0.98,0.371
2026-03-09 00:15:00,456.98,0.961,0.355
2026-03-09 00:16:00,457.79,1.079,0.323
2026-03-09 00:17:00,450.94,0.969,0.114
2026-03-09 00:18:00,453.13,1.088,0.193
2026-03-09 00:19:00,456.85,1.095,0.413
2026-03-09 00:20:00,446.79,1.056,0.324
2026-03-09 00:21:00,455.55,0.984,0.32
2026-03-09 00:22:00,451.38,0.973,-0.013
2026-03-09 00:23:00,454.57,1.031,0.411
2026-03-09 00:24:00,450.93,1.002,0.266
2026-03-09 00:25:00,456.48,1.01,0.287
2026-03-09 00:26:00,451.12,1.064,0.254
2026-03-09 00:27:00,442.58,0.938,0.298
2026-03-09 00:28:00,457.26,0.996,0.313
2026-03-09 00:29:00,445.26,0.997,0.253
2026-03-09 00:30:00,456.27,1.007,0.385
2026-03-09 00:31:00,449.55,1.045,0.238
2026-03-09 00:32:00,455.88,1.12,0.411
2026-03-09 00:33:00,455.67,0.99,0.28
2026-03-09 00:34:00,452.15,1.034,0.273
2026-03-09 00:35:00,452.54,0.952,0.154
2026-03-09 00:36:00,452.11,1.006,0.306
2026-03-09 00:37:00,439.93,1.071,0.239
2026-03-09 00:38:00,450.59,1.014,0.347
2026-03-09 00:39:00,444.42,1.09,0.205
2026-03-09 00:40:00,450.86,0.97,0.551
2026-03-09 00:41:00,444.29,1.011,0.314
2026-03-09 00:42:00,444.08,0.932,0.221
2026-03-09 00:43:00,458.02,1.055,0.373
2026-03-09 00:44:00,455.35,0.945,0.166
2026-03-09 00:45:00,449.98,1.006,0.45
2026-03-09 00:46:00,450.92,1.099,0.355
2026-03-09 00:47:00,448.76,1.029,0.363
2026-03-09 00:48:00,452.85,0.96,0.257
2026-03-09 00:49:00,446.62,0.891,0.187
2026-03-09 00:50:00,454.97,0.945,0.171
2026-03-09 00:51:00,448.73,1.024,0.296
2026-03-09 00:52:00,447.9,1.042,0.368
2026-03-09 00:53:00,450.11,0.997,0.328
2026-03-09 00:54:00,447.04,0.939,0.305
2026-03-09 00:55:00,451.64,0.984,0.496
2026-03-09 00:56:00,447.31,0.987,0.224
2026-03-09 00:57:00,452.34,1.058,0.345
2026-03-09 00:58:00,456.08,1.044,0.259
2026-03-09 00:59:00,446.4,1.015,0.399
2026-03-09 01:00:00,449.35,1.053,0.14
2026-03-09 01:01:00,452.31,1.019,0.395
2026-03-09 01:02:00,447.82,1.054,0.277
2026-03-09 01:03:00,452.32,1.026,0.35
2026-03-09 01:04:00,452.78,1.019,0.178
2026-03-09 01:05:00,455.42,0.998,0.294
2026-03-09 01:06:00,446.97,1.097,0.318
2026-03-09 01:07:00,445.29,1.023,0.242
2026-03-09 01:08:00,448.46,0.982,0.308
2026-03-09 01:09:00,445.16,0.936,0.403
2026-03-09 01:10:00,452.82,1.065,0.211
2026-03-09 01:11:00,444.19,0.993,0.262
2026-03-09 01:12:00,461.67,1.012,0.297
2026-03-09 01:13:00,456.48,1.076,0.256
2026-03-09 01:14:00,450.06,1.026,0.233
2026-03-09 01:15:00,454.34,1.026,0.277
2026-03-09 01:16:00,441.82,1.023,0.251
2026-03-09 01:17:00,462.62,1.008,0.14
2026-03-09 01:18:00,447.05,0.981,0.105
2026-03-09 01:19:00,449.4,1.024,0.104
2026-03-09 01:20:00,440.72,0.957,0.291
2026-03-09 01:21:00,452.43,0.982,0.227
2026-03-09 01:22:00,444.47,0.908,0.348
2026-03-09 01:23:00,450.51,0.956,0.095
2026-03-09 01:24:00,447.28,1.031,0.336
2026-03-09 01:25:00,444.61,1.029,0.169
2026-03-09 01:26:00,445.98,1.035,0.239
2026-03-09 01:27:00,451.13,0.848,0.112
2026-03-09 01:28:00,443.59,1.004,0.305
2026-03-09 01:29:00,446.26,1.053,0.339
2026-03-09 01:30:00,453.32,1.036,0.345
2026-03-09 01:31:00,463.01,0.996,0.263
2026-03-09 01:32:00,452.39,1.033,0.414
2026-03-09 01:33:00,445.41,0.95,0.28
2026-03-09 01:34:00,448.16,1.049,0.405
2026-03-09 01:35:00,450.16,0.988,0.365
2026-03-09 01:36:00,448.25,0.958,0.235
2026-03-09 01:37:00,454.52,0.998,0.274
2026-03-09 01:38:00,451.09,0.968,0.144
2026-03-09 01:39:00,454.54,0.941,0.271
2026-03-09 01:40:00,448.43,0.989,0.133
2026-03-09 01:41:00,456.63,1.014,0.343
2026-03-09 01:42:00,449.17,1.04,0.314
2026-03-09 01:43:00,445.14,1.023,0.318
2026-03-09 01:44:00,460.89,1.12,0.226
2026-03-09 01:45:00,440.88,1.013,0.246
2026-03-09 01:46:00,446.31,1.079,0.234
2026-03-09 01:47:00,446.86,1.012,0.428
2026-03-09 01:48:00,462.54,1.035,0.258
2026-03-09 01:49:00,459.03,1.002,0.343
2026-03-09 01:50:00,457.47,1.02,0.294
2026-03-09 01:51:00,448.35,1.029,0.083
2026-03-09 01:52:00,462.13,1.051,0.413
2026-03-09 01:53:00,451.84,0.918,0.172
2026-03-09 01:54:00,454.89,0.986,0.246
2026-03-09 01:55:00,450.9,0.951,0.265
2026-03-09 01:56:00,449.75,0.897,0.408
2026-03-09 01:57:00,448.74,1.028,0.336
2026-03-09 01:58:00,448.95,0.986,0.256
2026-03-09 01:59:00,453.04,0.97,0.312
2026-03-09 02:00:00,451.84,1.009,0.289
2026-03-09 02:01:00,449.84,1.036,0.277
2026-03-09 02:02:00,457.55,1.028,0.454
2026-03-09 02:03:00,435.17,0.971,0.186
2026-03-09 02:04:00,452.55,1.006,0.096
2026-03-09 02:05:00,453.59,1.044,0.23
2026-03-09 02:06:00,455.73,0.903,0.34
2026-03-09 02:07:00,449.68,0.953,0.253
2026-03-09 02:08:00,451.04,0.996,0.278
2026-03-09 02:09:00,454.93,0.925,0.378
2026-03-09 02:10:00,457.46,0.948,0.381
2026-03-09 02:11:00,448.5,1.065,0.36
2026-03-09 02:12:00,451.33,1.011,0.221
2026-03-09 02:13:00,458.39,0.998,0.278
2026-03-09 02:14:00,439.38,0.951,0.242
2026-03-09 02:15:00,446.55,0.979,0.397
2026-03-09 02:16:00,457.33,0.932,0.368
2026-03-09 02:17:00,455.46,0.985,0.205
2026-03-09 02:18:00,452.61,0.911,0.265
2026-03-09 02:19:00,447.76,1.065,0.171
2026-03-09 02:20:00,445.59,0.955,0.351
2026-03-09 02:21:00,447.04,0.949,0.354
2026-03-09 02:22:00,457.74,0.995,0.421
2026-03-09 02:23:00,446.86,1.02,0.383
2026-03-09 02:24:00,450.51,1.004,0.235
2026-03-09 02:25:00,446.23,1.035,0.293
2026-03-09 02:26:00,454.21,0.959,0.269
2026-03-09 02:27:00,447.31,1.006,0.412
2026-03-09 02:28:00,449.51,1.001,0.386
2026-03-09 02:29:00,441.58,1.021,0.343
2026-03-09 02:30:00,441.93,1.022,0.124
2026-03-09 02:31:00,450.04,1.042,0.356
2026-03-09 02:32:00,443.37,1.098,0.349
2026-03-09 02:33:00,460.53,0.993,0.232
2026-03-09 02:34:00,439.69,0.944,0.471
2026-03-09 02:35:00,446.0,0.974,0.427
2026-03-09 02:36:00,450.08,0.983,0.171
2026-03-09 02:37:00,448.17,1.033,0.262
2026-03-09 02:38:00,444.48,1.033,0.325
2026-03-09 02:39:00,445.21,1.013,0.393
2026-03-09 02:40:00,445.05,1.007,0.37
2026-03-09 02:41:00,448.57,0.984,0.425
2026-03-09 02:42:00,459.76,1.0,0.346
2026-03-09 02:43:00,450.39,0.938,0.383
2026-03-09 02:44:00,455.91,0.996,0.25
2026-03-09 02:45:00,452.53,1.01,0.271
2026-03-09 02:46:00,455.57,1.05,0.039
2026-03-09 02:47:00,436.0,0.924,0.202
2026-03-09 02:48:00,448.48,1.018,0.113
2026-03-09 02:49:00,456.54,1.089,0.364
2026-03-09 02:50:00,447.14,1.013,0.389
2026-03-09 02:51:00,458.81,0.991,0.164
2026-03-09 02:52:00,457.42,1.033,0.152
2026-03-09 02:53:00,447.65,1.002,0.197
2026-03-09 02:54:00,447.48,0.944,0.23
2026-03-09 02:55:00,444.93,0.996,0.488
2026-03-09 02:56:00,446.85,1.035,0.037
2026-03-09 02:57:00,443.84,0.893,0.225
2026-03-09 02:58:00,452.14,0.98,0.259
2026-03-09 02:59:00,442.72,0.936,0.376
2026-03-09 03:00:00,453.02,0.997,0.249
2026-03-09 03:01:00,453.14,1.029,0.44
2026-03-09 03:02:00,441.69,0.99,0.236
2026-03-09 03:03:00,457.75,0.975,0.273
2026-03-09 03:04:00,452.57,0.961,0.204
2026-03-09 03:05:00,453.75,0.962,0.172
2026-03-09 03:06:00,446.21,1.031,0.25
2026-03-09 03:07:00,453.11,1.028,0.211
2026-03-09 03:08:00,455.63,1.085,0.332
2026-03-09 03:09:00,449.51,1.024,0.364
2026-03-09 03:10:00,460.01,1.049,0.386
2026-03-09 03:11:00,450.22,0.946,0.331
2026-03-09 03:12:00,455.7,0.987,0.422
2026-03-09 03:13:00,451.47,0.941,0.175
2026-03-09 03:14:00,452.93,0.987,0.328
2026-03-09 03:15:00,441.64,0.971,0.546
2026-03-09 03:16:00,451.86,1.014,0.208
2026-03-09 03:17:00,446.33,0.997,0.192
2026-03-09 03:18:00,445.77,1.03,0.276
2026-03-09 03:19:00,458.72,1.059,0.154
2026-03-09 03:20:00,448.93,1.015,0.211
2026-03-09 03:21:00,444.98,0.996,0.335
2026-03-09 03:22:00,448.2,1.009,0.23
2026-03-09 03:23:00,443.5,1.092,0.343
2026-03-09 03:24:00,457.17,0.959,0.391
2026-03-09 03:25:00,446.52,1.002,0.408
2026-03-09 03:26:00,452.65,0.951,0.225
2026-03-09 03:27:00,456.78,0.984,0.37
2026-03-09 03:28:00,447.5,1.029,0.263
2026-03-09 03:29:00,452.66,1.018,0.339
2026-03-09 03:30:00,444.85,1.004,0.306
2026-03-09 03:31:00,462.23,0.925,0.35
2026-03-09 03:32:00,454.68,1.04,0.386
